Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
5469,   135, 28.9,      137.40, 71.1,   400.72, 16.3
5470,    84, 10.7,      106.84, 89.3,   448.23, 22.6
5471,    93, 16.1,      114.07, 83.9,   512.08, 22.6
5472,    96, 17.7,      112.67, 82.3,   466.84, 24.0
5473,   118, 23.7,      128.77, 76.3,   389.71, 26.3
5474,    99, 21.2,      118.04, 78.8,   506.30, 22.2
5475,    93, 15.1,      109.18, 84.9,   452.11, 21.5
5476,   129, 31.0,      141.13, 69.0,   419.03, 17.1
5477,    99, 21.2,      115.94, 78.8,   475.74, 19.2
5478,   123, 25.2,      137.17, 74.8,   354.64, 15.4
5479,    87, 11.5,      107.54, 88.5,   489.32, 26.4
5480,   104, 17.3,      124.80, 82.7,   430.44, 21.2
5481,   105, 28.6,      114.77, 71.4,   469.46, 19.0
5482,   103, 15.5,      122.47, 84.5,   424.95, 30.1
5483,   116, 23.3,      135.07, 76.7,   422.94, 19.8
5484,   112, 17.0,      137.64, 83.0,   406.66, 17.9
5485,    99, 23.2,      118.27, 76.8,   447.77, 27.3
5486,   106, 25.5,      120.14, 74.5,   443.11, 24.5
5487,   121, 26.4,      129.00, 73.6,   474.18, 18.2
5488,    90, 16.7,      110.11, 83.3,   473.76, 22.2
5489,   113, 28.3,      130.17, 71.7,   433.63, 18.6
5490,   110, 29.1,      119.67, 70.9,   454.84, 22.7
5491,    91, 22.0,      108.24, 78.0,   488.40, 22.0
5492,   117, 18.8,      129.00, 81.2,   432.75, 17.9
5493,   109, 24.8,      128.54, 75.2,   421.54, 18.3
5494,   103, 21.4,      115.01, 78.6,   498.92, 18.4
5495,    83, 13.3,      106.84, 86.7,   446.90, 31.3
5496,   122, 16.4,      134.60, 83.6,   392.25, 18.0
5497,    92, 16.3,      109.18, 83.7,   477.80, 22.8
5498,   109, 25.7,      127.14, 74.3,   471.73, 17.4
5499,    86, 17.4,      110.11, 82.6,   468.65, 23.3
5500,    89, 18.0,      111.51, 82.0,   469.54, 23.6
5501,   108, 24.1,      130.64, 75.9,   482.01, 21.3
5502,   106, 26.4,      124.10, 73.6,   436.27, 17.0
5503,   102, 25.5,      114.31, 74.5,   491.51, 23.5
5504,   129, 26.4,      140.20, 73.6,   347.38, 29.5
5505,   102, 22.5,      117.11, 77.5,   463.04, 21.6
5506,    99, 18.2,      122.01, 81.8,   451.45, 24.2
5507,   108, 27.8,      120.61, 72.2,   483.05, 26.9
5508,    93, 18.3,      114.54, 81.7,   475.35, 20.4
5509,   136, 29.4,      145.10, 70.6,   412.41, 16.9
5510,   103, 27.2,      115.94, 72.8,   465.72, 16.5
5511,    88, 19.3,      109.64, 80.7,   493.99, 22.7
5512,   119, 21.8,      131.34, 78.2,   407.26, 32.8
5513,   114, 23.7,      125.50, 76.3,   433.09, 25.4
5514,    88,  9.1,      111.74, 90.9,   467.77, 20.5
5515,    99, 26.3,      116.17, 73.7,   476.64, 23.2
5516,   116, 21.6,      137.17, 78.4,   351.20, 30.2
5517,   102, 18.6,      119.67, 81.4,   461.90, 20.6
5518,   113, 18.6,      125.50, 81.4,   406.88, 29.2
5519,    99, 21.2,      113.61, 78.8,   496.82, 21.2
5520,   133, 30.1,      140.20, 69.9,   415.62, 15.8
5521,    95, 21.1,      108.24, 78.9,   465.27, 21.1
5522,    99, 16.2,      120.84, 83.8,   444.64, 26.3
5523,   100, 27.0,      111.04, 73.0,   483.68, 20.0
5524,    91, 15.4,      107.54, 84.6,   463.19, 26.4
5525,    99, 18.2,      112.44, 81.8,   478.55, 27.3
5526,   119, 19.3,      133.67, 80.7,   411.53, 21.0
5527,   128, 22.7,      136.94, 77.3,   359.11, 14.1
5528,    97, 18.6,      114.31, 81.4,   436.29, 29.9
5529,   101, 26.7,      119.21, 73.3,   498.52, 20.8
5530,   100, 17.0,      115.47, 83.0,   454.22, 19.0
5531,   105, 22.9,      115.24, 77.1,   477.69, 18.1
5532,   106, 20.8,      119.67, 79.2,   473.04, 20.8
5533,   106, 22.6,      118.74, 77.4,   472.51, 17.9
5534,    94, 20.2,      110.11, 79.8,   481.00, 22.3
5535,   101, 20.8,      114.77, 79.2,   451.13, 20.8
5536,   104, 23.1,      117.11, 76.9,   450.48, 21.2
5537,   107, 29.9,      124.57, 70.1,   477.10, 23.4
5538,   117, 17.1,      141.60, 82.9,   403.32, 18.8
5539,   115, 16.5,      132.04, 83.5,   379.76, 17.4
5540,   101, 13.9,      116.64, 86.1,   441.41, 21.8
5541,   114, 19.3,      130.64, 80.7,   442.67, 20.2
5542,   102, 19.6,      122.24, 80.4,   432.56, 20.6
5543,    96, 16.7,      115.47, 83.3,   446.11, 25.0
5544,    99, 22.2,      117.81, 77.8,   457.70, 24.2
5545,    99, 21.2,      113.37, 78.8,   521.95, 21.2
5546,   101, 18.8,      115.71, 81.2,   457.71, 24.8
5547,    95, 17.9,      112.44, 82.1,   509.57, 24.2
5548,    95, 20.0,      111.04, 80.0,   477.06, 27.4
5549,    93, 17.2,      113.37, 82.8,   469.36, 24.7
5550,    98, 17.3,      114.31, 82.7,   478.67, 20.4
5551,   102, 27.5,      117.11, 72.5,   473.64, 19.6
5552,   135, 28.1,      144.40, 71.9,   384.74, 16.3
5553,    90, 21.1,      111.27, 78.9,   450.13, 22.2
5554,   119, 21.8,      127.84, 78.2,   436.57, 15.1
5555,    89, 18.0,      106.14, 82.0,   478.58, 20.2
5556,    84, 15.5,      103.11, 84.5,   457.72, 26.2
5557,    96, 21.9,      112.67, 78.1,   435.12, 24.0
5558,   121, 24.8,      130.64, 75.2,   410.24, 24.8
5559,   134, 28.4,      140.20, 71.6,   390.34, 18.7
5560,   132, 28.0,      141.13, 72.0,   406.91, 22.0
5561,    98, 22.4,      111.51, 77.6,   493.04, 20.4
5562,    96, 21.9,      116.41, 78.1,   461.32, 22.9
5563,   105, 21.0,      118.97, 79.0,   461.97, 20.0
5564,    88, 13.6,      105.91, 86.4,   475.14, 22.7
5565,   102, 17.6,      117.11, 82.4,   431.08, 21.6
5566,   119, 18.5,      132.74, 81.5,   408.00, 15.1
5567,    92, 17.4,      105.21, 82.6,   485.43, 21.7
5568,   109, 21.1,      127.37, 78.9,   414.88, 27.5
5569,   104, 23.1,      119.21, 76.9,   465.38, 21.2
5570,   127, 28.3,      140.67, 71.7,   392.69, 18.9
5571,    83, 12.0,      105.21, 88.0,   438.86, 25.3
5572,   134, 30.6,      137.64, 69.4,   422.53, 15.7
5573,   100, 17.0,      117.81, 83.0,   445.62, 30.0
5574,   115, 20.9,      136.47, 79.1,   392.73, 19.1
5575,   140, 28.6,      149.53, 71.4,   374.66, 22.9
5576,    96, 18.8,      111.51, 81.2,   463.92, 22.9
5577,   102, 23.5,      114.77, 76.5,   448.97, 22.5
5578,    99, 22.2,      113.61, 77.8,   437.72, 21.2
5579,   116, 24.1,      127.84, 75.9,   429.25, 19.8
5580,    82, 11.0,      101.24, 89.0,   475.20, 24.4
5581,   113, 22.1,      134.37, 77.9,   431.35, 19.5
5582,   126, 22.2,      139.03, 77.8,   375.13, 18.3
5583,    95, 17.9,      113.14, 82.1,   451.11, 21.1
5584,   120, 27.5,      127.60, 72.5,   418.73, 26.7
5585,   117, 23.9,      131.57, 76.1,   438.16, 20.5
5586,    89, 16.9,      108.01, 83.1,   492.30, 20.2
5587,    88, 15.9,      109.41, 84.1,   442.64, 26.1
5588,   104, 24.0,      120.14, 76.0,   476.18, 20.2
5589,   104, 23.1,      113.84, 76.9,   482.74, 22.1
5590,   112, 23.2,      128.54, 76.8,   428.92, 19.6
5591,    88, 13.6,      106.84, 86.4,   474.77, 22.7
5592,    84,  9.5,      105.91, 90.5,   453.38, 21.4
5593,    97, 16.5,      111.97, 83.5,   465.90, 22.7
5594,    94, 19.1,      114.31, 80.9,   464.32, 23.4
5595,   102, 19.6,      121.31, 80.4,   448.75, 26.5
5596,    97, 16.5,      111.97, 83.5,   454.82, 23.7
5597,   100, 23.0,      113.61, 77.0,   457.68, 26.0
5598,   123, 22.0,      135.07, 78.0,   437.25, 16.3
5599,   105, 20.0,      124.34, 80.0,   468.59, 20.0
5600,   102, 18.6,      120.61, 81.4,   473.10, 20.6
5601,   100, 22.0,      116.41, 78.0,   481.16, 26.0
5602,    91, 18.7,      113.37, 81.3,   493.38, 22.0
5603,    86, 18.6,      111.74, 81.4,   485.56, 20.9
5604,    92, 19.6,      105.91, 80.4,   451.66, 22.8
5605,   103, 18.4,      119.67, 81.6,   471.31, 19.4
5606,    94, 22.3,      113.84, 77.7,   488.14, 19.1
5607,   126, 22.2,      137.40, 77.8,   387.34, 30.2
5608,   113, 23.9,      132.97, 76.1,   476.37, 17.7
5609,   123, 25.2,      138.57, 74.8,   433.59, 17.1
5610,   101, 18.8,      114.31, 81.2,   483.11, 22.8
5611,    91, 17.6,      106.61, 82.4,   462.71, 19.8
5612,    85, 12.9,      106.38, 87.1,   478.49, 24.7
5613,    93, 18.3,      111.04, 81.7,   477.49, 19.4
5614,    98, 12.2,      115.24, 87.8,   461.70, 19.4
5615,   113, 20.4,      128.30, 79.6,   462.24, 19.5
5616,   101, 22.8,      120.61, 77.2,   476.13, 19.8
5617,   120, 27.5,      132.74, 72.5,   404.66, 25.0
5618,    90, 17.8,      108.94, 82.2,   482.87, 23.3
5619,    94, 22.3,      110.81, 77.7,   488.53, 21.3
5620,   120, 25.8,      129.24, 74.2,   441.52, 17.5
5621,   136, 26.5,      143.00, 73.5,   371.95, 25.0
5622,    81,  8.6,      107.31, 91.4,   510.98, 27.2
5623,   120, 23.3,      132.50, 76.7,   408.76, 16.7
5624,   124, 24.2,      134.37, 75.8,   394.04, 16.9
5625,    92, 17.4,      111.74, 82.6,   490.15, 22.8
5626,    89, 16.9,      105.91, 83.1,   490.38, 22.5
5627,    91, 20.9,      111.51, 79.1,   479.38, 22.0
5628,   114, 23.7,      129.70, 76.3,   447.46, 18.4
5629,   128, 25.8,      140.90, 74.2,   423.30, 16.4
5630,    93, 18.3,      114.07, 81.7,   471.22, 20.4
5631,   128, 25.8,      133.67, 74.2,   349.58, 27.3
5632,   106, 30.2,      122.01, 69.8,   467.38, 22.6
5633,    85, 10.6,      111.04, 89.4,   474.40, 22.4
5634,   104, 23.1,      116.41, 76.9,   456.57, 24.0
5635,   121, 21.5,      131.80, 78.5,   398.33, 15.7
5636,   121, 24.0,      137.40, 76.0,   446.18, 15.7
5637,    98, 20.4,      111.74, 79.6,   511.02, 24.5
5638,   102, 17.6,      122.24, 82.4,   434.43, 19.6
5639,   102, 24.5,      117.34, 75.5,   469.15, 22.5
5640,    90, 16.7,      109.64, 83.3,   457.39, 21.1
5641,   104, 24.0,      116.17, 76.0,   459.78, 22.1
5642,   128, 28.9,      135.54, 71.1,   421.85, 15.6
5643,   135, 28.9,      141.83, 71.1,   372.12, 20.0
5644,   101, 21.8,      115.01, 78.2,   454.68, 20.8
5645,   100, 21.0,      119.67, 79.0,   442.27, 24.0
5646,    97, 22.7,      121.31, 77.3,   485.04, 19.6
5647,   110, 21.8,      124.57, 78.2,   393.70, 26.4
5648,   123, 30.1,      134.37, 69.9,   401.03, 29.3
5649,   127, 24.4,      135.77, 75.6,   416.73, 16.5
5650,   127, 27.6,      138.34, 72.4,   438.85, 18.1
5651,   120, 23.3,      133.44, 76.7,   399.96, 18.3
5652,    97, 19.6,      117.57, 80.4,   475.36, 23.7
5653,    99, 21.2,      110.34, 78.8,   463.70, 24.2
5654,   137, 32.8,      141.83, 67.2,   391.05, 15.3
5655,   137, 32.1,      144.40, 67.9,   367.96, 12.4
5656,   120, 23.3,      135.77, 76.7,   361.42, 15.8
5657,    90, 17.8,      109.18, 82.2,   505.07, 21.1
5658,    97, 18.6,      122.24, 81.4,   449.99, 21.6
5659,   101, 21.8,      116.64, 78.2,   428.31, 22.8
5660,   109, 20.2,      125.97, 79.8,   425.41, 22.0
5661,   125, 26.4,      139.27, 73.6,   423.34, 17.6
5662,    91, 15.4,      114.54, 84.6,   493.94, 26.4
5663,   105, 18.1,      117.81, 81.9,   424.59, 25.7
5664,    99, 22.2,      113.14, 77.8,   506.77, 25.3
5665,    84,  9.5,      104.98, 90.5,   473.51, 22.6
5666,    98, 25.5,      112.21, 74.5,   501.49, 20.4
5667,   129, 26.4,      138.34, 73.6,   365.72, 33.3
5668,    98, 21.4,      110.57, 78.6,   422.17, 24.5
5669,   101, 20.8,      116.41, 79.2,   489.10, 25.7
5670,    99, 24.2,      122.94, 75.8,   483.07, 21.2
5671,   108, 24.1,      124.57, 75.9,   439.08, 21.3
5672,    86, 11.6,      108.48, 88.4,   445.43, 24.4
5673,    95, 21.1,      114.77, 78.9,   474.81, 23.2
5674,   103, 27.2,      115.24, 72.8,   526.27, 23.3
5675,   101, 26.7,      114.77, 73.3,   498.16, 19.8
5676,   124, 26.6,      135.54, 73.4,   402.26, 18.5
5677,   100, 22.0,      120.14, 78.0,   466.50, 20.0
5678,    90, 21.1,      114.07, 78.9,   460.46, 26.7
5679,   133, 28.6,      143.93, 71.4,   439.50, 15.8
5680,   109, 15.6,      129.94, 84.4,   423.98, 16.5
5681,    88, 15.9,      110.81, 84.1,   438.68, 27.3
5682,    82, 12.2,      105.21, 87.8,   482.36, 24.4
5683,    94, 13.8,      109.64, 86.2,   450.73, 24.5
5684,    93, 12.9,      113.84, 87.1,   440.39, 25.8
5685,    86, 11.6,      104.74, 88.4,   462.50, 24.4
5686,   105, 24.8,      118.97, 75.2,   471.68, 22.9
5687,    96, 16.7,      110.81, 83.3,   456.92, 19.8
5688,   137, 27.7,      146.50, 72.3,   402.96, 16.1
5689,    87, 18.4,      106.14, 81.6,   486.04, 26.4
5690,    97, 21.6,      111.04, 78.4,   493.97, 20.6
5691,   112, 27.7,      125.50, 72.3,   454.23, 24.1
5692,   108, 22.2,      118.51, 77.8,   484.30, 21.3
5693,   102, 18.6,      119.91, 81.4,   444.54, 25.5
5694,   114, 29.8,      125.04, 70.2,   458.57, 28.9
5695,    89, 16.9,      108.24, 83.1,   459.33, 22.5
5696,    92, 17.4,      117.34, 82.6,   452.67, 19.6
5697,   103, 25.2,      117.34, 74.8,   465.74, 25.2
5698,    89, 16.9,      109.18, 83.1,   504.24, 22.5
5699,   103, 25.2,      118.74, 74.8,   460.67, 29.1
5700,   102, 19.6,      122.01, 80.4,   452.16, 22.5
5701,    98, 26.5,      114.54, 73.5,   451.21, 22.4
5702,   142, 29.6,      146.27, 70.4,   425.58, 14.1
5703,   122, 20.5,      135.07, 79.5,   424.64, 19.7
5704,   128, 25.8,      136.94, 74.2,   370.93, 27.3
5705,    84, 10.7,      102.41, 89.3,   478.40, 22.6
5706,    95, 18.9,      113.61, 81.1,   472.26, 25.3
5707,   122, 22.1,      135.30, 77.9,   414.67, 16.4
5708,    88, 14.8,      103.58, 85.2,   454.22, 20.5
5709,    90, 17.8,      108.71, 82.2,   470.86, 21.1
5710,   120, 19.2,      142.30, 80.8,   346.48, 17.5
5711,   106, 31.1,      121.07, 68.9,   465.40, 20.8
5712,    94, 20.2,      114.31, 79.8,   453.45, 22.3
5713,   116, 20.7,      136.70, 79.3,   434.25, 17.2
5714,    94, 20.2,      111.27, 79.8,   475.48, 22.3
5715,   101, 20.8,      114.54, 79.2,   452.01, 21.8
5716,    93, 18.3,      112.67, 81.7,   483.43, 21.5
5717,    91, 12.1,      110.81, 87.9,   456.04, 24.2
5718,   110, 23.6,      122.24, 76.4,   433.65, 25.5
5719,   126, 27.8,      133.20, 72.2,   433.31, 18.3
5720,   120, 25.0,      131.34, 75.0,   409.58, 15.8
5721,   122, 20.5,      130.17, 79.5,   365.70, 16.4
5722,    99, 21.2,      117.11, 78.8,   458.77, 21.2
5723,    97, 18.6,      120.14, 81.4,   453.08, 21.6
5724,    97, 21.6,      114.07, 78.4,   481.59, 21.6
5725,   110, 16.4,      127.60, 83.6,   397.51, 29.1
5726,   108, 22.2,      123.64, 77.8,   428.55, 25.0
5727,    88, 11.4,      107.54, 88.6,   468.87, 28.4
5728,    92, 20.7,      108.48, 79.3,   458.91, 23.9
5729,   102, 22.5,      116.17, 77.5,   492.59, 19.6
5730,    83, 15.7,      107.78, 84.3,   462.85, 24.1
5731,    92, 16.3,      108.24, 83.7,   474.89, 23.9
5732,    95, 17.9,      109.87, 82.1,   503.33, 23.2
5733,   119, 22.7,      128.77, 77.3,   409.88, 30.3
5734,   100, 15.0,      123.64, 85.0,   429.62, 18.0
5735,   107, 15.0,      129.00, 85.0,   407.41, 16.8
5736,   139, 30.2,      140.67, 69.8,   421.53, 16.5
5737,    95, 17.9,      116.41, 82.1,   480.05, 22.1
5738,   121, 22.3,      136.94, 77.7,   364.94, 14.9
5739,   128, 25.0,      136.24, 75.0,   448.38, 16.4
5740,    97, 13.4,      117.57, 86.6,   449.64, 21.6
5741,    96, 14.6,      113.61, 85.4,   470.77, 21.9
5742,   101, 19.8,      116.87, 80.2,   442.22, 23.8
5743,   108, 18.5,      122.94, 81.5,   416.88, 19.4
5744,    88, 17.0,      113.14, 83.0,   479.51, 23.9
5745,    95, 15.8,      109.41, 84.2,   472.30, 24.2
5746,    90, 16.7,      107.78, 83.3,   490.54, 22.2
5747,   133, 33.8,      140.67, 66.2,   415.21, 15.8
5748,    86, 12.8,      108.48, 87.2,   477.84, 24.4
5749,   114, 28.1,      125.74, 71.9,   450.78, 21.9
5750,   106, 18.9,      121.77, 81.1,   456.04, 17.9
5751,   115, 21.7,      130.87, 78.3,   387.82, 28.7
5752,   106, 21.7,      123.41, 78.3,   455.29, 20.8
5753,    91, 19.8,      109.87, 80.2,   480.93, 20.9
5754,    92, 12.0,      109.87, 88.0,   435.12, 26.1
5755,   104, 23.1,      118.27, 76.9,   480.43, 21.2
5756,   129, 27.9,      139.97, 72.1,   437.74, 15.5
5757,   104, 24.0,      115.71, 76.0,   435.34, 23.1
5758,   101, 20.8,      115.01, 79.2,   440.83, 20.8
5759,   118, 20.3,      128.77, 79.7,   415.94, 18.6
5760,    94, 23.4,      108.71, 76.6,   487.45, 21.3
5761,    98, 17.3,      110.57, 82.7,   466.24, 25.5
5762,   106, 20.8,      120.14, 79.2,   439.26, 21.7
5763,    94, 18.1,      107.08, 81.9,   457.95, 24.5
5764,   137, 26.3,      147.20, 73.7,   430.38, 16.1
5765,   124, 25.8,      137.17, 74.2,   445.05, 15.3
5766,   128, 26.6,      141.37, 73.4,   449.04, 15.6
5767,    92, 14.1,      110.11, 85.9,   437.03, 27.2
5768,   101, 23.8,      112.44, 76.2,   471.04, 18.8
5769,   128, 29.7,      137.17, 70.3,   401.34, 16.4
5770,    99, 20.2,      114.07, 79.8,   497.02, 21.2
5771,   109, 22.9,      121.07, 77.1,   482.53, 22.9
5772,    99, 15.2,      112.91, 84.8,   463.36, 23.2
5773,    96, 17.7,      110.81, 82.3,   494.03, 25.0
5774,   114, 18.4,      130.40, 81.6,   398.19, 15.8
5775,   105, 21.9,      122.71, 78.1,   425.29, 24.8
5776,   126, 27.0,      137.87, 73.0,   403.11, 17.5
5777,   126, 27.0,      138.34, 73.0,   409.60, 19.8
5778,    76,  6.6,      101.48, 93.4,   475.32, 26.3
5779,   111, 28.8,      118.97, 71.2,   449.41, 26.1
5780,   102, 19.6,      121.31, 80.4,   427.74, 26.5
5781,   111, 19.8,      125.74, 80.2,   424.97, 18.9
5782,   101, 24.8,      114.31, 75.2,   475.04, 20.8
5783,    94, 14.9,      112.21, 85.1,   492.59, 24.5
5784,   111, 25.2,      121.77, 74.8,   471.54, 21.6
5785,    93, 17.2,      107.78, 82.8,   479.70, 22.6
5786,   123, 22.0,      140.67, 78.0,   388.29, 17.9
5787,    83, 14.5,      104.98, 85.5,   462.87, 21.7
5788,   112, 20.5,      123.64, 79.5,   451.38, 27.7
5789,   117, 23.9,      129.47, 76.1,   387.87, 27.4
5790,   140, 28.6,      146.73, 71.4,   407.40, 14.3
5791,   105, 16.2,      126.90, 83.8,   396.81, 20.0
5792,   128, 25.0,      139.97, 75.0,   413.42, 19.5
5793,    98, 25.5,      116.17, 74.5,   493.51, 21.4
5794,   120, 21.7,      136.24, 78.3,   405.59, 15.8
5795,   126, 26.2,      138.10, 73.8,   439.05, 17.5
5796,   121, 22.3,      136.24, 77.7,   399.54, 29.8
5797,   104, 13.5,      121.77, 86.5,   446.17, 18.3
5798,   106, 18.9,      114.31, 81.1,   422.76, 19.8
5799,    86,  8.1,      106.38, 91.9,   458.27, 25.6
5800,   125, 23.2,      141.60, 76.8,   384.76, 32.8
5801,   133, 29.3,      143.93, 70.7,   394.17, 20.3
5802,   141, 29.8,      143.23, 70.2,   392.37, 22.0
5803,    83, 10.8,      106.14, 89.2,   462.67, 22.9
5804,    91, 14.3,      110.57, 85.7,   459.55, 23.1
5805,   106, 21.7,      118.51, 78.3,   470.63, 20.8
5806,    92, 18.5,      109.87, 81.5,   467.85, 25.0
5807,   123, 26.0,      139.03, 74.0,   395.66, 29.3
5808,   128, 23.4,      138.10, 76.6,   345.03, 33.6
5809,   102, 27.5,      116.64, 72.5,   434.83, 22.5
5810,   109, 20.2,      123.41, 79.8,   452.46, 30.3
5811,   120, 19.2,      131.57, 80.8,   444.10, 21.7
5812,   127, 29.9,      141.37, 70.1,   429.47, 16.5
5813,    91,  6.6,      112.91, 93.4,   435.65, 24.2
5814,    96, 20.8,      111.27, 79.2,   493.26, 21.9
5815,    84, 14.3,      106.61, 85.7,   478.34, 26.2
5816,   110, 27.3,      118.74, 72.7,   500.43, 20.9
5817,    99, 21.2,      115.47, 78.8,   455.37, 28.3
5818,   109, 20.2,      123.41, 79.8,   444.65, 19.3
5819,    86, 15.1,      109.18, 84.9,   481.30, 23.3
5820,   103, 23.3,      118.04, 76.7,   461.03, 22.3
5821,    93, 19.4,      114.31, 80.6,   471.23, 25.8
5822,   113, 26.5,      122.24, 73.5,   504.27, 22.1
5823,   115, 20.0,      128.77, 80.0,   398.82, 29.6
5824,   119, 31.1,      124.10, 68.9,   465.37, 19.3
5825,   111, 24.3,      121.54, 75.7,   450.45, 17.1
5826,    95, 24.2,      114.54, 75.8,   470.48, 21.1
5827,   103, 25.2,      118.51, 74.8,   500.41, 20.4
5828,    95, 14.7,      115.47, 85.3,   482.64, 26.3
5829,   112, 22.3,      123.87, 77.7,   398.34, 27.7
5830,    88, 15.9,      104.98, 84.1,   491.14, 22.7
5831,   126, 22.2,      139.50, 77.8,   371.17, 32.5
5832,    94, 21.3,      114.07, 78.7,   492.29, 21.3
5833,   122, 20.5,      137.40, 79.5,   403.77, 15.6
5834,    96, 16.7,      113.14, 83.3,   484.43, 21.9
5835,   103, 15.5,      118.74, 84.5,   431.27, 24.3
5836,   118, 21.2,      129.94, 78.8,   403.48, 17.8
5837,   125, 30.4,      132.04, 69.6,   373.17, 17.6
5838,   118, 22.9,      129.47, 77.1,   445.63, 18.6
5839,    84, 15.5,      103.34, 84.5,   476.79, 23.8
5840,   112, 17.0,      126.90, 83.0,   464.46, 20.5
5841,    96, 21.9,      113.14, 78.1,   507.98, 25.0
5842,   121, 25.6,      135.54, 74.4,   370.86, 29.8
5843,   137, 30.7,      144.63, 69.3,   423.29, 15.3
5844,   104, 29.8,      115.24, 70.2,   489.06, 21.2
5845,   114, 24.6,      127.37, 75.4,   447.29, 18.4
5846,   100, 16.0,      117.57, 84.0,   472.73, 23.0
5847,    92, 16.3,      112.21, 83.7,   450.48, 20.7
5848,   102, 20.6,      112.21, 79.4,   489.58, 20.6
5849,   137, 30.7,      144.87, 69.3,   404.46, 16.8
5850,   109, 24.8,      119.91, 75.2,   476.30, 21.1
5851,   111, 25.2,      124.57, 74.8,   478.28, 21.6
5852,   101, 22.8,      116.17, 77.2,   508.39, 18.8
5853,   127, 21.3,      136.47, 78.7,   419.56, 17.3
5854,   105, 19.0,      125.27, 81.0,   429.48, 20.0
5855,   109, 22.0,      114.07, 78.0,   450.93, 21.1
5856,    88, 14.8,      110.34, 85.2,   461.46, 28.4
5857,   105, 25.7,      125.74, 74.3,   470.09, 19.0
5858,    86,  7.0,      108.24, 93.0,   498.51, 24.4
5859,   109, 23.9,      126.44, 76.1,   438.05, 27.5
5860,    97, 17.5,      112.91, 82.5,   472.23, 27.8
5861,    89, 14.6,      114.31, 85.4,   464.12, 20.2
5862,   121, 24.0,      132.04, 76.0,   418.79, 17.4
5863,   104, 17.3,      119.91, 82.7,   402.69, 22.1
5864,    95, 15.8,      111.51, 84.2,   490.01, 18.9
5865,    95, 17.9,      112.67, 82.1,   454.48, 24.2
5866,    91, 19.8,      111.74, 80.2,   489.79, 22.0
5867,    98, 22.4,      115.94, 77.6,   485.65, 23.5
5868,    92, 18.5,      111.27, 81.5,   442.27, 23.9
